pAD,pAR,UniprotEntry,pDN,pLOF,pGOF
0.56485575,0.42012012,Q9UHY1,0.5773711204528809,0.3839361071586609,0.4919869601726532
0.66043955,0.37082505,O15123,0.5515434145927429,0.3988419473171234,0.5302340984344482
0.66796386,0.39710292,P05060,0.46541962027549744,0.6620351672172546,0.31391677260398865
0.63813907,0.38848487,O14775,0.6302548050880432,0.38004088401794434,0.4366962015628814
0.5655277,0.57441133,P04217,0.5667111277580261,0.46180132031440735,0.3522706627845764
0.6500338,0.3635274,P52742,0.5480616092681885,0.45703884959220886,0.3698953986167908
0.5303089,0.5230872,P13378,0.5907986164093018,0.6700717806816101,0.31532183289527893
0.72386825,0.6318823,P02675,0.48780983686447144,0.5150458216667175,0.5071751475334167
0.5920135,0.44352132,Q96DB2,0.5259044170379639,0.3814524710178375,0.49126997590065
0.74350893,0.33963042,P05452,0.5571596026420593,0.37716999650001526,0.5502389073371887
0.7828715,0.21019377,P28223,0.5741605758666992,0.2613183557987213,0.6612548828125
0.6084872,0.5033994,P41597,0.5613769292831421,0.3925187289714813,0.6179212927818298
0.74540657,0.26193717,Q9UHD8,0.5145397186279297,0.5426649451255798,0.4155160188674927
0.8956419,0.10037607,Q9Y4C1,0.5920222997665405,0.44125765562057495,0.5186343789100647
0.62233704,0.6207906,P00748,0.5109488368034363,0.44638851284980774,0.48736780881881714
0.82213223,0.19020115,Q9H3R0,0.4857446551322937,0.5218675136566162,0.47076934576034546
0.79752195,0.2297277,P41180,0.4740075469017029,0.29116758704185486,0.7399057745933533
0.51005346,0.5060957,Q9Y2N7,0.5281016826629639,0.6210606694221497,0.3170425295829773
0.87214243,0.15156674,O95718,0.616560161113739,0.45765432715415955,0.42232710123062134
0.6861308,0.31864092,Q92914,0.548689603805542,0.45832115411758423,0.2864169776439667
0.64621973,0.4012463,O14709,0.437871128320694,0.4888390302658081,0.4449594020843506
0.6739501,0.32637122,P21709,0.5557994842529297,0.3463985025882721,0.6266853213310242
0.6689017,0.431228,Q16820,0.46169313788414,0.4707746207714081,0.46536049246788025
0.64637905,0.38727805,Q96HC4,0.5454551577568054,0.544918954372406,0.39439988136291504
0.68101394,0.50592554,Q7RTS7,0.6234313249588013,0.45876431465148926,0.34292545914649963
0.68337286,0.40143448,Q14573,0.49546563625335693,0.28426265716552734,0.7445900440216064
0.67572767,0.3053927,P54753,0.5247921943664551,0.35049256682395935,0.6097662448883057
0.69963056,0.29926947,Q8WXD9,0.34626564383506775,0.7081528306007385,0.4335862100124359
0.7937113,0.18676224,Q9P0L2,0.5009291172027588,0.4937255382537842,0.5310581922531128
0.69415146,0.32420656,Q96JK2,0.39403271675109863,0.5630012154579163,0.4290080964565277
0.8970919,0.09912141,A8MW92,0.43029963970184326,0.6179873943328857,0.3613584637641907
0.76446533,0.2060576,P37023,0.591781497001648,0.30656304955482483,0.5452885627746582
0.5427555,0.50722396,P49758,0.5625900626182556,0.39698153734207153,0.4848117232322693
0.9210897,0.082643084,Q8WUZ0,0.5298717617988586,0.6004408001899719,0.2493518143892288
0.92084724,0.08285606,Q4VC05,0.51592618227005,0.5734335780143738,0.33821284770965576
0.72123003,0.3750365,Q9BY76,0.5791749358177185,0.4812071025371551,0.3180185854434967
0.9070529,0.097953744,Q8WUB8,0.5233696103096008,0.5440109372138977,0.3428365886211395
0.91653824,0.08348742,Q92782,0.5642861723899841,0.5145758390426636,0.3920366764068603
0.91391885,0.0881191,Q9BQE9,0.5255047082901001,0.5961452722549438,0.21917402744293213
0.8874636,0.118778646,Q9H8M2,0.45363301038742065,0.594684362411499,0.48058152198791504
0.8055831,0.16971214,O43295,0.49923405051231384,0.5390080213546753,0.47467294335365295
0.6453419,0.48513573,O00287,0.5707911849021912,0.5219294428825378,0.23742590844631195
0.8375642,0.14576343,Q03111,0.5084728002548218,0.580093502998352,0.2903279662132263
0.68180895,0.28249124,O00472,0.5065772533416748,0.6227882504463196,0.3812623620033264
0.612457,0.42906222,O15194,0.5649611949920654,0.3788301944732666,0.45852017402648926
0.52749455,0.47447684,Q6XYB7,0.7261252403259277,0.4438157677650452,0.3098081052303314
0.66623473,0.38915724,Q9GZV9,0.5739918947219849,0.4755033850669861,0.4273918569087982
0.80344695,0.18849044,P55075,0.514199435710907,0.4507799744606018,0.39719218015670776
0.7656958,0.24285452,P08908,0.5757685303688049,0.2645023763179779,0.6259360909461975
0.7093747,0.22007938,Q9NZU1,0.5992612838745117,0.4952659010887146,0.3377329111099243
0.70358974,0.37636316,Q86Z14,0.4241237044334411,0.4634331464767456,0.541654109954834
0.57609916,0.47372058,O95197,0.6412431597709656,0.46613144874572754,0.44362208247184753
0.70886934,0.3102568,P21781,0.5465870499610901,0.3728280067443848,0.4526583254337311
0.6950593,0.3286467,O14786,0.52760249376297,0.48456862568855286,0.4237908124923706
0.7526311,0.25911355,O60258,0.5335548520088196,0.4964466392993927,0.3942470848560333
0.7580829,0.23143843,P31371,0.4993597269058227,0.4415852725505829,0.40751996636390686
0.7005839,0.30776784,O76093,0.5272042155265808,0.39316892623901367,0.45953795313835144
0.71645844,0.30581102,P12034,0.5938210487365723,0.4465568959712982,0.35585668683052063
0.7251844,0.2675,P10767,0.47956013679504395,0.4637526869773865,0.4032924175262451
0.74427664,0.2688492,P08620,0.5545090436935425,0.4565868079662323,0.42746782302856445
0.69327354,0.33430362,O95750,0.6029494404792786,0.3848499357700348,0.30256447196006775
0.70037436,0.31290904,P11487,0.5281084775924683,0.5487958788871765,0.370932400226593
0.7472544,0.24535577,Q8IV61,0.5196825265884399,0.4473284780979157,0.5134230256080627
0.51751834,0.509435,P08567,0.5697567462921143,0.3161109387874603,0.42778509855270386
0.74645203,0.28836623,P29966,0.4316568672657013,0.638396680355072,0.2620028853416443
0.75525695,0.22818698,Q15438,0.6153178215026855,0.31984207034111023,0.5810843706130981
0.8299194,0.14854185,P41594,0.5089462995529175,0.29150864481925964,0.729594886302948
0.73790634,0.31947872,P35612,0.473379522562027,0.5140659213066101,0.5091103911399841
0.79305357,0.20463058,P19086,0.5354824662208557,0.39157983660697937,0.49427953362464905
0.87089413,0.124754585,P14867,0.5686676502227783,0.28933119773864746,0.6937312483787537
0.66163224,0.43474048,P08183,0.5209372043609619,0.2376171052455902,0.7624751925468445
0.5207249,0.53472304,Q9NZN4,0.5453565120697021,0.3450484871864319,0.5752599239349365
0.7598786,0.28368074,P19429,0.5996530055999756,0.3918026089668274,0.4039551913738251
0.84302765,0.13886923,P48058,0.5961965918540955,0.37413039803504944,0.6153225898742676
0.6568937,0.4208865,P31431,0.5601428747177124,0.4216882884502411,0.5585704445838928
0.69744205,0.33420536,P19021,0.5273686647415161,0.5500108003616333,0.4488934278488159
0.8541992,0.14055777,P18505,0.565426766872406,0.2415844351053238,0.7979022264480591
0.6798288,0.33951825,P30679,0.5750678181648254,0.34682604670524597,0.4820238947868347
0.5682424,0.52406985,P14778,0.56075119972229,0.4594048857688904,0.5114309191703796
0.73907214,0.27717346,P08913,0.6042881011962891,0.4013836979866028,0.5548333525657654
0.85080075,0.13372141,P42261,0.6009137630462646,0.34670957922935486,0.6332981586456299
0.52779615,0.52997875,Q9P0J1,0.5840440392494202,0.4173526465892792,0.44622164964675903
0.56733817,0.5532231,P28329,0.4676747024059296,0.4706608057022095,0.4390412867069245
0.7220127,0.28176796,Q92686,0.4227936267852783,0.4974350333213806,0.30908024311065674
0.7359253,0.23204346,P53671,0.5738645195960999,0.44501668214797974,0.521793782711029
0.620318,0.47052342,P51828,0.5421328544616699,0.3478844165802002,0.6330920457839966
0.6554008,0.3889011,P02786,0.5279322862625122,0.4485301971435547,0.4729128777980805
0.8036794,0.17850849,P48050,0.6074353456497192,0.30905407667160034,0.6471403241157532
0.7451869,0.33084184,Q9UEY8,0.4588475227355957,0.5485792756080627,0.48383402824401855
0.737743,0.2635375,Q03113,0.620418131351471,0.3179391324520111,0.3926658630371094
0.8985841,0.10687832,Q9Y466,0.6753148436546326,0.3780863285064697,0.32544073462486267
0.52668715,0.45661464,Q9BX10,0.5102680921554565,0.450665146112442,0.5283867716789246
0.5559573,0.51245505,Q14525,0.6883640289306641,0.32009077072143555,0.43912386894226074
0.6289959,0.34497285,Q96P16,0.5821479558944702,0.3827174603939056,0.4622995853424072
0.5374756,0.6154416,Q2M3C6,0.48986539244651794,0.40149620175361633,0.6135539412498474
0.6225151,0.4977293,B4DH59,0.5275540351867676,0.42465096712112427,0.50825434923172
0.71490145,0.30291912,P21506,0.5240358710289001,0.4204488098621368,0.4282578229904175
0.62514156,0.44429022,Q96GC6,0.5761690139770508,0.5993402600288391,0.26311013102531433
0.7129425,0.32312635,Q96SR6,0.5369124412536621,0.5137367844581604,0.35487863421440125
0.83847725,0.17321032,O60765,0.5292859077453613,0.42965471744537354,0.381757915019989
0.85710126,0.15735973,Q9BQF6,0.46656545996665955,0.6092217564582825,0.3883112967014313
0.79990494,0.15632756,Q9P215,0.580471932888031,0.5192756652832031,0.3420378565788269
0.82608277,0.14630112,Q86U44,0.504136860370636,0.5989203453063965,0.43890589475631714
0.70430726,0.2811949,Q9HCE5,0.44092556834220886,0.6218584179878235,0.4304776191711426
0.5161829,0.49061674,Q16587,0.5077154636383057,0.5281447172164917,0.4164782464504242
0.617637,0.48930228,P51677,0.5408386588096619,0.3166634440422058,0.6857690215110779
0.6648632,0.6132612,P02743,0.539260983467102,0.33170825242996216,0.4727555215358734
0.6111458,0.35006973,P20340,0.6041464805603027,0.34748128056526184,0.48283204436302185
0.6313815,0.38226214,Q96A23,0.5950835943222046,0.3962579071521759,0.35102608799934387
0.5395475,0.6186441,Q9BXR5,0.5814731121063232,0.36056992411613464,0.496907651424408
0.627734,0.4052243,Q08493,0.5116427540779114,0.5072816014289856,0.4442391097545624
0.68189883,0.40354377,Q13698,0.483627051115036,0.387121319770813,0.6593955755233765
0.68478894,0.4298575,P07996,0.5187063217163086,0.4213649332523346,0.39027971029281616
0.57237035,0.6041562,Q14896,0.5420752763748169,0.6036933660507202,0.42734864354133606
0.596339,0.5159933,P55085,0.4905281364917755,0.3726719915866852,0.6545786261558533
0.72032917,0.44893494,P02461,0.5168675184249878,0.6200096011161804,0.3896702826023102
0.67348045,0.28497595,O75094,0.4562190771102905,0.5520740151405334,0.43332114815711975
0.7517161,0.39291644,P02452,0.5091225504875183,0.5974627733230591,0.3333519995212555
0.63476235,0.49184906,P01042,0.504253625869751,0.5328733325004578,0.4207665026187897
0.918207,0.051655017,P31483,0.5051685571670532,0.5382839441299438,0.42684972286224365
0.6819285,0.25410283,Q6XUX3,0.6214407682418823,0.36242926120758057,0.5155719518661499
0.7068695,0.3443649,Q9Y394,0.5225515365600586,0.34880053997039795,0.45030733942985535
0.64892954,0.2955446,O75525,0.5408757328987122,0.6098535656929016,0.28487318754196167
0.68214047,0.35973608,Q8TAW3,0.5951453447341919,0.4982049763202667,0.3817887008190155
0.5766557,0.42411518,Q9H0B3,0.3927130103111267,0.5604740381240845,0.4364463984966278
0.78618234,0.19327049,O43581,0.5967243313789368,0.3675956726074219,0.37837326526641846
0.5030465,0.6319546,P40121,0.6130065321922302,0.3981630802154541,0.31631165742874146
0.8019438,0.17712589,P78508,0.6633668541908264,0.2547376751899719,0.6316387057304382
0.75579065,0.22437225,P05111,0.5294218063354492,0.5220735669136047,0.3483104705810547
0.8986233,0.07943255,Q13394,0.4573293626308441,0.4207279682159424,0.5146636962890625
0.7782876,0.22244152,Q8IZA0,0.4916093647480011,0.49358782172203064,0.5421832799911499
0.6436419,0.32691702,O00144,0.5621288418769836,0.2908885180950165,0.5667130947113037
0.5503464,0.4789255,Q92692,0.612689197063446,0.40862682461738586,0.44947394728660583
0.7564388,0.22043093,Q5VUG0,0.43006181716918945,0.5577432513237,0.4844766259193421
0.51048815,0.5775787,P12314,0.6407291293144226,0.34034669399261475,0.526763379573822
0.5938975,0.42238888,Q6ZUJ8,0.42818501591682434,0.5561306476593018,0.49786731600761414
0.6326821,0.42504296,Q8NET5,0.6129754185676575,0.4408886134624481,0.5005822777748108
0.53461725,0.4822061,O14986,0.5292807221412659,0.5421361923217773,0.3939249515533447
0.631471,0.39680484,O00241,0.5529481768608093,0.424060195684433,0.4358511865139008
0.62735564,0.40310973,Q5TFQ8,NA,NA,NA
0.9001747,0.12540291,P20719,0.620273232460022,0.6018685698509216,0.3200264573097229
0.6261143,0.4620175,P49913,0.5517237782478333,0.46830034255981445,0.32924193143844604
0.57802415,0.3751442,O76076,0.5626304745674133,0.5120720863342285,0.32018330693244934
0.5193767,0.5230879,Q7Z3Y8,0.6485475897789001,0.4183008670806885,0.32524415850639343
0.7941866,0.21281557,P01344,0.5274373888969421,0.39931604266166687,0.3175705075263977
0.5724064,0.5062648,P07306,0.5765410661697388,0.4054577946662903,0.5406322479248047
0.6925321,0.73477525,P55157,0.4756644368171692,0.454557329416275,0.5236098170280457
0.55632746,0.5564322,Q9NZJ5,0.5604166388511658,0.3810292184352875,0.5565564632415771
0.51575595,0.700445,P19835,0.6249105334281921,0.3389403522014618,0.4707460403442383
0.5165912,0.5070614,Q16181,0.6064503788948059,0.44829699397087097,0.4221141934394837
0.5685677,0.50178814,O95201,0.5885905623435974,0.5765177011489868,0.3573503792285919
0.7646863,0.2713515,P61163,0.5480124354362488,0.3410297632217407,0.523654580116272
0.7008998,0.5249114,Q14CN4,0.5620158314704895,0.48975804448127747,0.3151794373989105
0.55740035,0.54854065,Q15155,0.519802987575531,0.47517454624176025,0.44393423199653625
0.5140087,0.5533668,O00592,0.5649116635322571,0.5308332443237305,0.4193471670150757
0.5087477,0.5702428,Q9UBV2,0.4599984884262085,0.5114750862121582,0.3794558048248291
0.57952756,0.4586556,Q5VYK3,0.5170775055885315,0.43490922451019287,0.5142819285392761
0.60173815,0.42739308,Q9C037,0.5500909686088562,0.4074387848377228,0.378444105386734
0.8307917,0.14488985,Q5T200,0.5116523504257202,0.6020573973655701,0.34651321172714233
0.7038147,0.30338275,P42892,0.5453915596008301,0.468384325504303,0.4553249478340149
0.62647855,0.533256,Q7L1I2,0.5728752017021179,0.25953760743141174,0.663244366645813
0.8205207,0.18402258,O75116,0.5238782167434692,0.45944255590438843,0.4918338060379028
0.8193292,0.19823179,P20020,0.4092910587787628,0.37126466631889343,0.6946740746498108
0.7468316,0.31748712,O95180,0.42479556798934937,0.4366714060306549,0.7450934648513794
0.53883564,0.50295615,Q02241,0.5341657400131226,0.5292710065841675,0.41793036460876465
0.7612536,0.58113486,Q6B0K9,0.5361757874488831,0.41945040225982666,0.3376431167125702
0.51412904,0.512721,O14493,0.5021859407424927,0.31841057538986206,0.5965059399604797
0.53897876,0.46740067,Q8N2K1,0.5114724040031433,0.47380971908569336,0.47623422741889954
0.5703208,0.4264965,Q9NZ52,0.493516743183136,0.5541089773178101,0.4230669140815735
0.56327987,0.47262394,P53367,0.6013023257255554,0.3556792438030243,0.49871453642845154
0.6331604,0.32714882,Q15363,0.617977499961853,0.324733704328537,0.5020376443862915
0.6763931,0.30943158,P24390,0.5591171979904175,0.20257192850112915,0.616621732711792
0.6938444,0.2843649,P61204,0.6275902390480042,0.3101733326911926,0.46333980560302734
0.69070476,0.3003403,P18089,0.5208603739738464,0.3869040012359619,0.6694610714912415
0.74786896,0.23718096,P50148,0.6003608703613281,0.3006855249404907,0.5259716510772705
0.77747965,0.21927716,Q8IZF0,0.5032843351364136,0.3381583094596863,0.7552089691162109
0.7273258,0.27478123,P43250,0.4850093424320221,0.353172242641449,0.5942354798316956
0.6867784,0.310572,Q99523,0.5342963933944702,0.5129226446151733,0.4733218848705292
0.6186497,0.43823302,Q9Y5Z0,0.5320661664009094,0.359966516494751,0.49725180864334106
0.77351034,0.21065146,Q9ULK2,0.4620903432369232,0.601068377494812,0.37288203835487366
0.80348766,0.19041304,Q16555,0.5595797896385193,0.3465268909931183,0.5173959732055664
0.53792673,0.41017273,P48444,0.5272615551948547,0.5586285591125488,0.4742256999015808
0.82288903,0.19254546,O14649,0.592457115650177,0.28114697337150574,0.6315336227416992
0.61690265,0.51881343,Q5BJD5,0.5384319424629211,0.2697286903858185,0.6180199384689331
0.6131377,0.41116184,Q9H013,0.4600536823272705,0.5393857359886169,0.4732566177845001
0.5397727,0.4172155,Q9BYR7,0.5053156018257141,0.4415965974330902,0.35189861059188843
0.7423462,0.2901886,Q76KX8,0.5837386250495911,0.433033287525177,0.3831324577331543
0.53143495,0.5000251,Q9UNF0,0.5208426117897034,0.45101380348205566,0.35493969917297363
0.75884056,0.22607908,P29992,0.5838853120803833,0.30750876665115356,0.5164192318916321
0.5385546,0.50471437,O75915,0.5907834768295288,0.24968817830085752,0.5290688276290894
0.72444314,0.3056176,Q86X29,0.5457233190536499,0.5137982368469238,0.5253776907920837
0.6089693,0.34326497,Q9C004,0.5090007185935974,0.5617436766624451,0.33720219135284424
0.62556994,0.41651174,Q658P3,0.5795762538909912,0.3847692310810089,0.6000897884368896
0.641519,0.38078478,Q9ULF5,0.4303154945373535,0.3760803043842316,0.6468977928161621
0.716405,0.3088836,Q9C0C4,0.5316810011863708,0.5885879397392273,0.3854866325855255
0.84372514,0.17780235,P11169,0.6283119916915894,0.2753310799598694,0.5498925447463989
0.7983062,0.17269325,Q8TEU7,0.5005290508270264,0.5242262482643127,0.5590828657150269
0.7036352,0.28210157,Q9Y6M5,0.5547962188720703,0.3126036524772644,0.5179721117019653
0.5246642,0.5617162,Q96RD7,0.5610131621360779,0.36468371748924255,0.6022498607635498
0.51287544,0.52435374,Q15836,0.7207694053649902,0.230849951505661,0.41654714941978455
0.5130851,0.55679244,P53985,0.6265957355499268,0.30747827887535095,0.6288114786148071
0.8438379,0.18344702,Q8IZ21,0.5647023916244507,0.5770310759544373,0.30254217982292175
0.7767543,0.22941573,Q9Y6M7,0.4454158842563629,0.27769413590431213,0.7613218426704407
0.60356915,0.4905169,Q9Y5Y0,0.5507442951202393,0.3602777123451233,0.6130622625350952
0.5622411,0.45794743,Q86W92,0.5229425430297852,0.5777519345283508,0.44640010595321655
0.580602,0.5724322,Q8WTV0,0.5437831878662109,0.44577929377555847,0.5795555710792542
0.66157997,0.2941327,Q86YQ8,0.5863222479820251,0.4795492887496948,0.39631709456443787
0.721296,0.31198272,Q92738,0.4724095165729522,0.524535059928894,0.5137360095977783
0.73692995,0.08479951,Q9C0B5,0.525138258934021,0.43708422780036926,0.5318782925605774
0.6786371,0.2834653,Q8TAA9,0.5761593580245972,0.3304229974746704,0.4992719888687134
0.679534,0.35384148,Q9ULC3,0.5695126056671143,0.46935421228408813,0.43180081248283386
0.5790063,0.36126986,Q8N9N7,0.6026991009712219,0.3612919747829437,0.3319549858570099
0.5109386,0.5910426,A0FGR8,0.5140501856803894,0.4103122651576996,0.6122221350669861
0.51518726,0.572072,Q99808,0.5104164481163025,0.3657468855381012,0.6595216989517212
0.64990234,0.40273637,Q96J84,0.5703380703926086,0.4269119501113891,0.5326398611068726
0.63259107,0.40984342,Q9H2H9,0.5835973620414734,0.31744468212127686,0.6569271683692932
0.69590324,0.23296571,Q5W0Z9,0.5334599614143372,0.30149605870246887,0.7183777093887329
0.81608444,0.14745659,Q8ND76,0.5163087844848633,0.5148748159408569,0.38694602251052856
0.55747974,0.5381978,Q5M775,0.5925365090370178,0.5370306372642517,0.3916561007499695
0.61238027,0.36920708,Q9UGV2,0.43763139843940735,0.5727739930152893,0.4259749054908752
0.6655289,0.33482072,O75976,0.49481555819511414,0.49761727452278137,0.5129287242889404
0.7118951,0.2860896,Q8TBZ3,0.5672449469566345,0.45390960574150085,0.4133356809616089
0.54356927,0.53979665,P52569,0.5000807642936707,0.3588521480560303,0.5953717231750488
0.58933896,0.4651859,Q15043,0.5177291035652161,0.3717099726200104,0.6262478232383728
0.8089332,0.19199143,O60245,0.49101752042770386,0.5032488107681274,0.4855946600437164
0.8861073,0.08593498,P43003,0.6600340604782104,0.1930677443742752,0.6950294375419617
0.6773531,0.2746581,Q01973,0.5782051682472229,0.3317176401615143,0.6470968723297119
0.586506,0.4161217,Q13308,0.5840057730674744,0.3622159957885742,0.565037727355957
0.71153927,0.2996752,Q9H792,0.3526134490966797,0.6100677847862244,0.5050128102302551
0.51561415,0.45827377,Q9NQS3,0.5786066651344299,0.4516717195510864,0.42405420541763306
0.66232705,0.34277192,P43121,0.5163289904594421,0.4457993507385254,0.4508732557296753
0.63458776,0.4339827,Q9Y679,0.6110254526138306,0.447890043258667,0.4277209937572479
0.6940081,0.30357212,Q8TCJ2,0.4229981303215027,0.4288471043109894,0.6947892308235168
0.7617104,0.16705781,P31641,0.5227575302124023,0.3722960650920868,0.6844702959060669
0.7606495,0.19627301,Q9BY67,0.5727143287658691,0.5429388880729675,0.40972548723220825
0.61414355,0.42873418,P78310,0.536067008972168,0.5108627080917358,0.3808339834213257
0.6647755,0.34368762,Q5VW38,0.6367164254188538,0.24159155786037445,0.6619436144828796
0.6609944,0.33907104,Q7LDG7,0.49330708384513855,0.57059478759765625,0.4807077646255493
0.6824646,0.3350479,Q96ID5,0.6084335446357727,0.5316377878189087,0.3317825496196747
0.53066105,0.656636,P00797,0.48041218519210815,0.47945982217788696,0.3843986392021179
0.5867307,0.4538961,Q86UP2,0.552466094493866,0.4195285737514496,0.5436788201332092
0.6345191,0.36496,Q14BN4,0.6409609913825989,0.3849583864212036,0.5062755346298218
0.78051126,0.19915795,P57058,0.4634630978107453,0.48452597856521606,0.5763431787490845
0.5608023,0.47995317,Q9UKV5,0.5627753734588623,0.475214809179306,0.5391084551811218
0.5568352,0.62210137,P25391,0.6089615821838379,0.5974684953689575,0.34895822405815125
0.6555152,0.35982612,Q6L8Q7,0.5119985342025757,0.6037203073501587,0.4482960104942322
0.5082248,0.49443057,Q9Y508,0.5964484214782715,0.5099881291389465,0.30526459217071533
0.5604398,0.544721,O94905,0.6123999953269958,0.3303762972354889,0.4841261208057403
0.5135028,0.5126924,Q6GQQ9,0.4943513870239258,0.5451764464378357,0.4366476237773895
0.51494575,0.50502276,Q96S82,0.5312604904174805,0.5895233750343323,0.2855673134326935
0.87870026,0.13074526,O76080,0.6152245402336121,0.5235992074012756,0.2556193768978119
0.53935903,0.45451632,O94822,0.44559815526008606,0.3822943866252899,0.5886679887771606
0.76108646,0.25513053,Q9H8U3,0.5327805876731873,0.5854359865188599,0.28484615683555603
0.558042,0.461752,Q8IXQ5,0.5368445515632629,0.45840194821357727,0.39019909501075745
0.6084473,0.46422428,Q5D1E8,0.4621536433696747,0.6388615965843201,0.35501527786254883
0.683043,0.3238205,Q96JH7,0.47936514019966125,0.631060779094696,0.38982298970222473
0.68277043,0.32917455,Q8TE49,0.5275810360908508,0.6345286965370178,0.3685071468353271
0.89885634,0.10543349,Q86YJ7,0.4352160692214966,0.5991743803024292,0.4709142148494721
0.8126965,0.20432754,Q6ZTN6,0.5722266435623169,0.5732815265655518,0.3800959289073944
0.7865483,0.20792797,Q8ND25,0.5717349052429199,0.5247848033905029,0.3918880522251129
0.73875785,0.25237027,Q8WV99,0.582278847694397,0.5784119367599487,0.3050595223903656
0.73148185,0.2835887,Q9UPU5,0.4473845660686493,0.4798691570758819,0.5900792479515076
0.680158,0.31005633,Q8NBR6,0.4694640040397644,0.5879641175270081,0.43282100558280945
0.7409995,0.2687204,Q8N5J2,0.4806796610355377,0.5089446306228638,0.4413711726665497
0.5763887,0.45521376,Q86T96,0.5663530826568604,0.37184733152389526,0.5158930420875549
0.62412256,0.40005448,P41145,0.5597106218338013,0.34047403931617737,0.6475585103034973
0.5180854,0.55920297,Q9C0H2,0.5059096217155457,0.36599427461624146,0.6057372689247131
0.7330222,0.31341463,Q5T848,0.4871346056461334,0.3029427230358124,0.7631152868270874
0.6528119,0.34699836,O43583,0.5628747344017029,0.3891674280166626,0.486440509557724
0.7749429,0.2616791,Q9Y467,0.5325393080711365,0.6313185691833496,0.34902703762054443
0.68120193,0.35597238,Q5MJ70,0.5483594536781311,0.4451388716697693,0.4792424440383911
0.7449568,0.25075033,Q15034,0.5733513236045837,0.4408895671367645,0.5051727890968323
0.5554992,0.67308336,Q9UNQ0,0.544540524482727,0.229404479265213,0.7058355212211609
0.5745345,0.55274516,P48509,0.49311402440071106,0.34077292680740356,0.6395241618156433
0.7779574,0.24686587,O15554,0.5426335334777832,0.32076454162597656,0.5723689198493958
0.7845906,0.2165205,Q8IWQ3,0.5414685010910034,0.4359392523765564,0.550281286239624
0.73206216,0.2497478,O00237,0.5392380952835083,0.4929982125759125,0.4995608627796173
0.893898,0.06783967,Q9BPZ3,0.5536176562309265,0.44241735339164734,0.4192619919776917
0.90068984,0.06968514,Q9P2N5,0.4137639105319977,0.6797876358032227,0.36729857325553894
0.61798316,0.5433702,P04035,0.5968487858772278,0.34776103496551514,0.6018300652503967
0.8625712,0.12485197,P28472,0.5841200351715088,0.2548869252204895,0.7642701864242554
0.9014933,0.09846282,Q8NCM2,0.530454158782959,0.3340725600719452,0.7533016204833984
0.7797016,0.18515049,Q8TDC3,0.4655294418334961,0.5065155029296875,0.5594449639320374
0.8035056,0.15970702,Q68DV7,0.5072054266929626,0.5029669404029846,0.498927503824234
0.5312305,0.47169825,P67812,0.594201922416687,0.29025381803512573,0.5181323289871216
0.7430774,0.2508605,P31153,0.51751309633255,0.3638489842414856,0.5012961030006409
0.5228044,0.48048693,Q969V3,0.5280799865722656,0.46053388714790344,0.4477095305919647
0.7414411,0.2548136,O43665,0.5436652302742004,0.44463804364204407,0.4732924997806549
0.55252194,0.6095497,P00749,0.46259745955467224,0.552071213722229,0.35772058367729187
0.5951506,0.455963,Q16799,0.5466465353965759,0.5560436248779297,0.4730466902256012
0.59026396,0.4506626,Q92542,0.5681402087211609,0.3661660850048065,0.5348533391952515
0.5015956,0.55804825,O75298,0.48322421312332153,0.5724489092826843,0.41373950242996216
0.67174816,0.29535165,O95415,0.568839430809021,0.36999866366386414,0.5144521594047546
0.609922,0.4086792,Q9NWF9,0.5811358690261841,0.5461754202842712,0.4103899300098419
0.53924286,0.46301824,Q7Z3T8,0.4532671570777893,0.6357905864715576,0.3686395287513733
0.673323,0.42037868,P21926,0.5973139405250549,0.28040632605552673,0.5536171197891235
0.5645378,0.57818776,Q13797,0.4991849958896637,0.5496911406517029,0.4743463695049286
0.63479644,0.5058739,P13611,0.5540053844451904,0.6251784563064575,0.39377620816230774
0.50137836,0.67651546,O15335,0.4178427159786224,0.5230732560157776,0.3888151347637177
0.51838523,0.6649961,P53708,0.5630418658256531,0.41443586349487305,0.5238746404647827
0.63519424,0.39413098,O14924,0.45053473114967346,0.6051877737045288,0.4255773425102234
0.721835,0.28542808,P49767,0.44057443737983704,0.4779984951019287,0.46335533261299133
0.69626486,0.4214991,P14780,0.4952012300491333,0.4690658152103424,0.5082287192344666
0.6617114,0.26790756,O75508,0.5491663217544556,0.28604260087013245,0.6935378909111023
0.5586279,0.49385306,Q06643,0.6368200778961182,0.3925130963325501,0.3176504671573639
0.6147415,0.6300273,P35442,0.5222017765045166,0.4618440270423889,0.43533918261528015
0.5930783,0.45171648,P48745,0.5287431478500366,0.42972761392593384,0.3902393579483032
0.8579122,0.083703645,O60637,0.5446020364761353,0.2922988533973694,0.637202799320221
0.6252355,0.52657074,P39060,0.4184466302394867,0.5996777415275574,0.4717963933944702
0.7307412,0.2893862,Q13017,0.4814510047435761,0.48569491505622864,0.5813910961151123
0.5367128,0.5781816,Q9UBP9,0.5568153262138367,0.47383949160575867,0.37657803297042847
0.67762643,0.32362565,P49765,0.49020054936409,0.5683667659759521,0.40897607803344727
0.55697167,0.62675923,Q9UKX5,0.4973655939102173,0.3082084059715271,0.653473973274231
0.52369404,0.6473273,Q13683,0.568500816822052,0.40796589851379395,0.5311827063560486
0.61121374,0.5535335,Q01650,0.5015339851379395,0.4607008993625641,0.6736825108528137
