pAD,pAR,UniprotEntry
0.7031669,0.318918,Q8N5D0
0.3533033,0.6010229,Q86UY6
0.8209257,0.18483621,P16389
0.38151565,0.6310405,Q8N143
0.3346151,0.6706741,P0CW19
0.34949982,0.7783799,Q9BXS1
0.7293889,0.25198624,Q9HBW0
0.7441871,0.31686583,Q96QZ0
0.8509724,0.12728883,Q9HC56
0.121471725,0.8900021,Q9P2L0
0.6828813,0.29192019,Q9UBV4
0.24721117,0.79528964,Q9NYH9
0.58142227,0.45537555,Q9BXW6
0.21628553,0.77881217,Q9Y2A4
0.46596658,0.5492806,Q9NQT8
0.6605226,0.37471846,Q99835
0.29264238,0.71465176,Q9Y217
0.1253963,0.912664,Q9NYC9
0.66132987,0.40967932,Q96J92
0.7271457,0.33644623,Q96PZ7
0.39379814,0.5930198,Q8IUC0
0.1944319,0.82912546,Q8N9V6
0.18496539,0.8417989,Q6P656
0.5451954,0.48311266,Q8NI37
0.38884175,0.5137867,B2RV13
0.48055267,0.47307557,P0CW20
0.46854973,0.52556217,Q9H3F6
0.53322375,0.4469384,Q14CB8
0.84794766,0.13157749999999999,Q14832
0.859463,0.14863476,Q14831
0.3416029,0.61265206,P49683
0.84631765,0.13253039,P39086
0.8535541,0.11825183,Q13003
0.6716584,0.375602,P55082
0.7432406,0.23277326,Q7L9B9
0.32323086,0.8173642,P47989
0.85691583,0.12591495,Q99877
0.18173051,0.82370836,Q6NTF9
0.32543197,0.74174124,Q12770
0.112455815,0.9072887,Q6UVJ0
0.5710735,0.41359425,Q9GZN1
0.33520702,0.71015286,Q96S38
0.34967396,0.82880074,Q16850
0.76430416,0.24430068,Q6PUV4
0.48431036,0.442693,Q66PJ3
0.19345468,0.75547844,Q9BY43
0.5398143,0.5021521,Q9BZW8
0.1866492,0.85835475,Q8IZU2
0.66738665,0.3683714,Q96RV3
0.18025288,0.8735303,P49588
0.2530108,0.7291981,Q10469
0.7991408,0.15179363,Q9UFF9
0.9140568,0.058194753,Q9NR22
0.54106456,0.450201,Q5TAQ9
0.44715947,0.61569405,Q15772
0.76554537,0.20675553,Q9UF56
0.8161618,0.17003654,Q8IWZ4
0.881001,0.08272359,Q8ND56
0.5805508,0.42228156,O15145
0.39817172,0.6422434,Q9HC24
0.43140694,0.7867261,P07099
0.8965575,0.11726828,Q99593
0.8046919,0.45062804,P25940
0.6107679,0.38849932,Q6XD76
0.6370954,0.28495085,Q7RTU1
0.39755765,0.6294016,Q8NDC4
0.554363,0.55194986,Q96MC5
0.7362964,0.25341964,Q8N2I9
0.65355057,0.34302816,Q8IYB9
0.40863618,0.6168943,Q86XI8
0.6504071,0.2604156,Q6PK81
0.1857387,0.8460651,O43345
0.8644711,0.11407498,Q2TAY7
0.6974377,0.47852838,P00709
0.8012003,0.21988806,O60241
0.57438946,0.51244664,P40225
0.27734745,0.656712,Q5TFG8
0.16214742,0.8643984,O75800
0.273906,0.76785886,Q86Y33
0.7705793,0.31852454,Q6NSJ5
0.61682653,0.40070206,Q96FS4
0.45783168,0.559414,Q9H7E9
0.5825351,0.42177004,O95832
0.488713,0.6614499,P09923
0.11266082,0.9114355,O94986
0.4428978,0.6445022,P01570
0.22778477,0.8117133,Q96G21
0.3085003,0.7132386,A6NJL1
0.7034223,0.29368338,O00329
0.7642153,0.26716006,Q9ULJ8
0.5942793,0.564586,Q16654
0.2598406,0.769233,Q9Y221
0.824545,0.1397245,P58401
0.8245273,0.13969986,Q9P2S2
0.18443647,0.8821413,Q9Y276
0.34762034000000003,0.7726568,P14902
0.35819173,0.45824224,Q9NQ34
0.38218585,0.71036667,Q86XR7
0.44814417,0.6055099,Q6PFW1
0.92623997,0.08251112,P35716
0.29103318,0.7518375,Q2NL82
0.336337,0.83969814,P28161
0.79892176,0.32002616,P13535
0.7392503,0.18663311,Q96E09
0.100975156,0.92900306,O75616
0.8690026,0.15922228,Q12948
0.25440246,0.73806393,Q6P1N0
0.17636795,0.85989136,Q9H425
0.17270273,0.8325863,Q53HC9
0.29419258,0.7496636,P57740
0.39136952,0.6969253,Q15813
0.629672,0.37525895,Q9P270
0.84336233,0.14409672,Q8NFC6
0.36073118,0.220376,Q8IXQ3
0.6889671,0.12631874,Q9H6K1
0.4198517,0.52849346,Q14CX7
0.8162066,0.17893443,Q8IXM2
0.5929254,0.43604866,Q96Q40
0.12412218,0.9276366,Q8TAP8
0.23559916,0.61120725,Q9BVC5
0.87345374,0.11487038,Q9C0D5
0.20712,0.84401053,Q9H9C1
0.7536925,0.20635232,Q9C0C2
0.16559729,0.88681346,Q5JTZ9
0.44410074,0.798412,P04798
0.8010286,0.25937217,P81133
0.6906413,0.3166227,Q8IUM7
0.56088513,0.59138536,A9YTQ3
0.7046344,0.35428014,P18827
0.56072026,0.5640415,P13236
0.5276163,0.5588167,Q16570
0.64472485,0.4522927,P25024
0.1429706,0.9118399,O14832
0.31698033,0.76832026,Q8IXB1
0.259127,0.76749974,Q7Z614
0.53406036,0.6383454,Q8N490
0.4662499,0.5229718,P58340
0.15563373,0.8762003,Q9NXH9
0.3047765,0.69961095,Q8N131
0.15633501,0.91135806,Q8TDX5
0.18175913,0.8100365,Q8IYD9
0.39150122,0.68725574,P20809
0.36446366,0.61642504,Q96BY6
0.21029812,0.86342907,P46926
0.17002024,0.8537584,Q8NEG5
0.1524691,0.9059501,Q9BQP7
0.19379313,0.8905342,Q8N1Q8
0.7815058,0.21403913,Q9BSJ1
0.65011287,0.32828256,Q9H875
0.2218079,0.9102888,Q68CK6
0.41406733,0.6358263,Q8WZ74
0.36490855,0.69145775,Q7Z6J8
0.12635405,0.9036045,Q8TCB0
0.7588807,0.20822436,Q6VN20
0.33155635,0.7603338,Q2M243
0.18656756,0.8591394,Q8N3J5
0.3461766,0.67472345,Q969G5
0.7022568,0.2560026,Q6PJ61
0.4022069,0.68100965,Q63HM9
0.8810308,0.124329194,P56178
0.4247431,0.64330673,Q969K7
0.264513,0.8786104,Q5I0G3
0.18257333,0.8769941,O75414
0.23156653,0.89490706,P11498
0.3253988,0.8021501,Q96I99
0.576587,0.4249897,P61006
0.54280615,0.5550651,P48304
0.43398204,0.59529865,O14931
0.4190364,0.652707,B1AH88
0.4480094,0.6243929,P30536
0.26933903,0.8053744,Q9H095
0.55732095,0.5534402,P14314
0.37568808,0.77407306,P14555
0.52087516,0.55051416,P69849
0.5628593,0.617576,P14091
0.51892537,0.58158743,Q8N7F7
0.6243343,0.42574462,Q7Z5R6
0.3422515,0.744649,Q6UX39
0.8343217,0.13082018,Q9BWT3
0.76711530000000006,0.24022172,Q14586
0.5277968,0.55014926,Q99941
0.30203393,0.7501571,Q96EK5
0.7934234,0.1959985,Q9BSF8
0.39327782,0.8088536,P19961
0.7677859,0.22802953,P61952
0.29597458,0.7283378,Q86WG5
0.7002898,0.3033769,Q5VV63
0.5012821,0.54102623,P63313
0.91844696,0.13145784,Q6U841
0.6778551,0.25602922,Q9UND3
0.85991704,0.15972051,P78332
0.32401738,0.71040916,O43709
0.8828782,0.10065554,Q9Y2D9
0.33957285,0.69997174,Q5M9N0
0.27766216,0.7662185,Q9UPW5
0.20325278,0.8251138,Q9NRG1
0.37623766,0.62372744,Q5T6F0
0.34535876,0.6667327,Q5QP82
0.457445,0.54440534,Q66K64
0.36109132,0.6507794,Q9NXF7
0.3052762,0.7040798,Q5H9S7
0.35625374,0.70368814,Q5JTW2
0.6345035,0.41633666,Q8NA75
0.8081104,0.24880834,P31249
0.711764,0.2985466,P61587
0.26745835,0.7573171,Q8TC99
0.69718015,0.41617972,Q9BUA6
0.9176688,0.06932692,Q9UPM6
0.38272637,0.6154283,Q9H019
0.2579801,0.8400367,Q6P9H5
0.4229995,0.6439676,P19237
0.1805081,0.8816564,Q10713
0.3628707,0.5810346,Q8TAG6
0.49875677,0.5285577,O75123
0.21387719,0.7997706,Q7Z713
0.20833734,0.7692274,Q8TC17
0.75556177,0.20070003,Q9P267
0.35066363,0.6617566,P54922
0.5415279,0.4748492,Q9NRY2
0.7534392,0.180169,Q7Z422
0.5921268,0.37767625,Q969L4
0.09262769,0.93092126,Q9P0P8
0.8260404,0.15112337,Q15056
0.18510912,0.77471757,Q68CL5
0.20885393,0.83456075,Q9NVX2
0.46686012,0.629296,P23276
0.24277507,0.7668924,O95486
0.6707468,0.29185498,Q86SE5
0.32445714,0.7205497,A0AVK6
0.528475,0.47301784,O00479
0.83935434,0.12618963,Q96CW9
0.81913656,0.19775371,Q8N4F4
0.19501087,0.89494735,Q03426
0.7612087,0.20927386,Q96FJ2
0.5519429,0.5484765,Q6PJW8
0.8069352,0.17812216,P43005
0.849183,0.13418172,Q8NA42
0.23592326,0.7687278,Q8WUY3
0.49150482,0.5815302,Q8N6Q3
0.29634702,0.7542557,Q7L8L6
0.37503183,0.6147277,Q9NQ32
0.33955604,0.5772203,Q9BPW5
0.5747925,0.38490623,Q9HC44
0.54154307,0.59954834,P01019
0.6449203,0.47684914,P06731
0.79907393,0.23649825,Q16558
0.47899026,0.5991601,Q9H094
0.6696137,0.48293334,Q9NQA5
0.2669788,0.76348305,O14802
0.347317,0.6107459,Q96D59
0.29004776,0.7241438,O94855
0.580724,0.48840073,O00160
0.327312,0.71921736,Q9H8K7
0.4612436,0.58201456,O75146
0.45096692,0.58249193,O75061
0.6501415,0.34945223,P61601
0.32800812,0.68807095,A8MT33
0.38133997,0.5631517,Q86VQ1
0.55057174,0.2277777,Q9C073
0.7722406,0.16649939,Q2KHR2
0.39249605,0.83563,P24903
0.42413217,0.8112495,P05177
0.41064772,0.81572324,P33261
0.328399,0.83242697,O60760
0.29175803,0.85322225,P24557
0.36239758,0.83816236,P98187
0.18973564,0.746089,Q86SX3
0.5924226,0.47754523,O43508
0.65294254,0.34773058,Q10587
0.85049844,0.11135993,Q6PJT7
0.1261367,0.7336872,Q6ICC9
0.430222,0.59891397,Q96LW9
0.27814078,0.7407607,Q9BSW2
0.86952674,0.08244158,O75956
0.20316468,0.6247283,Q96L11
0.41738775,0.5900849,O43167
0.31409743,0.70396394,Q5T619
0.3949084,0.68810487,Q96MG7
0.1757743,0.8609305,Q9NPE2
0.84086746,0.15882416,Q9C010
0.44104677,0.64416134,O95361
0.72887236,0.39037007,P35575
0.2983252,0.8204144,Q96SL4
0.33878937,0.7958027,O95255
0.2979381,0.77202064,Q0P6H9
0.7371487,0.26579604,Q16549
0.4532144,0.6748038,Q30201
0.73088855,0.3104058,P49286
0.7186179,0.32375294,Q9BPU6
0.8165493,0.16686271,P46098
0.5501224,0.46821666,Q9P0P0
0.7457398,0.23153663,O43567
0.738902,0.2379916,Q86XS8
0.7367352,0.25328687,Q9C040
0.3622123,0.6535433,Q9BZY9
0.6404282,0.3256677,Q8N6D2
0.48499,0.53418493,Q9NZS9
0.18328108,0.84219414,O94874
0.6365417,0.35710603,Q9P2E3
0.42610165,0.55729103,Q96A37
0.3207386,0.6283696,Q96BQ3
0.42754892,0.5758421,Q14139
0.6418534,0.34087875,Q86UW7
0.4147302,0.554622,Q96P09
0.6993477,0.25394118,O43164
0.4782315,0.4785691,Q8WWF5
0.20363778,0.7974902,O14681
0.41455555,0.55685914,Q9ULK6
0.2152988,0.8567696,Q9H816
0.4454436,0.53833586,Q96DT7
0.41871604,0.666285,P14151
0.71432287,0.26036176,Q96A00
0.77074647,0.23664206,Q03721
0.74707043,0.2958167,P15382
0.7881582,0.2825562,O00168
0.59821993,0.57799554,P04279
0.7435492,0.28535837,O95622
0.5804873,0.52194464,P47872
0.5209071,0.50978196,Q9BR76
0.8947081,0.12284259,O60479
0.81533337,0.14451155,P48067
0.85833174,0.12364046,P51674
0.33397338,0.830951,O15217
0.16742086,0.8588009,Q07617
0.60238105,0.3382584,Q9NXH3
0.6162908,0.538036,Q8TD43
0.77351546,0.28986493,Q14654
0.7163828,0.3781445,O60928
0.45648384,0.68808323,Q8WTQ7
0.7050081,0.30733088,O94806
0.6527571,0.3747867,Q14432
0.60661465,0.50360084,Q9H1D0
0.75485224,0.2821821,P35367
0.7984002,0.18953529,Q13522
0.4983702,0.48157108,P09758
0.5258541,0.53564,P43119
0.6064478,0.41788307,P47901
0.6358401,0.4882578,Q92681
0.8562617,0.15284504,O43526
0.5362574,0.5964886,O76090
0.7638516,0.2549522,Q01954
0.60663384,0.42603913,P37288
0.32626745,0.67691576,O95810
0.5960685,0.61557835,Q02383
0.42369074,0.6179136,Q15762
0.42711636,0.58669230000000006,Q96EY4
0.40090135,0.68698,Q9NRX5
0.852166,0.15955994,Q8IVH2
0.79290515,0.22787844,O94916
0.41445786,0.61012447,Q16821
0.30230054,0.8268759,P29144
0.5818733,0.38211274,Q16589
0.23742901,0.8898916,P10515
0.24299408,0.8794178,P22033
0.22272818,0.8994736,O75600
0.8209259,0.14802657,P52739
0.49690452,0.53362787,Q53HC0
0.3399654,0.7341522,Q9BZQ8
0.5642386,0.576706,Q00872
0.20113158,0.86116105,P00568
0.5521582,0.6239411,Q06495
0.69839114,0.26035956,Q68DY1
0.25802204,0.8265558,Q9Y2G2
0.7176455,0.31442094,P17036
0.8728961,0.19717859,P98182
0.52179015,0.4269988,Q9NQV5
0.7168954,0.24370538,O94993
0.5135536,0.49291882,O15535
0.70227545,0.29243776,A0PJW8
0.7843614,0.21976413,P52747
0.31727988,0.7035266,P17027
0.78062236,0.21495555,P50150
0.28933856,0.77518135,Q5VWK0
0.23713942,0.68466127,Q658L1
0.8582348,0.13499387,Q9UPS6
0.2511009,0.79275954,Q9Y5J1
0.7841502,0.21567127,Q96IK1
0.23783733,0.8546901,Q6ZTQ4
0.24079882,0.8444483,Q9NYP3
0.7865909,0.16696224,Q9UPW0
0.7691512,0.24658976,Q8N1E6
0.32653397,0.74497914,Q96NG3
0.29840574,0.7795233,Q9P202
0.42773944,0.71707034,P35557
0.8066922,0.18703681,O75628
0.4246662,0.6957635,Q16613
0.16582203,0.8708593,Q9UPN4
0.62598467,0.34145954,Q9NYA4
0.26852992,0.60184616,Q9Y343
0.6616943,0.32180494,O15127
0.54815847,0.48671132,Q9Y696
0.38111997,0.667924,Q6DD88
0.18010262,0.8883928,Q8N142
0.5982635,0.51864046,Q5W0U4
0.24216469,0.76930887,Q96HR9
0.6141732,0.4619077,P12532
0.39476705,0.6440659,O60292
0.50622994,0.6161787,P17752
0.6524229,0.44161245,P20941
0.6130388,0.4507053,Q86VP3
0.3935666,0.64387363,Q9UL42
0.24249017,0.7992107,P43897
0.33946204,0.66671705,Q8NHH9
0.6245879,0.44073713,O96009
0.81616545,0.14364652,Q7Z6B7
0.8126018,0.18311591,Q9H4G0
0.43480596,0.7426191,P40197
0.32274377,0.79000694,O75594
0.22185351,0.8527302,Q9BZ23
0.48978817,0.47374186,Q14C86
0.83850133,0.16437407,Q684P5
0.30626947,0.78807783,P35270
0.4716908,0.57039315,O43813
0.2511426,0.8650445,O14975
0.17479151,0.8982079,P32929
0.19034761,0.8194889,Q9Y4D8
0.8432194,0.17898728,Q9UPR5
0.8484725,0.14596547000000001,Q5QNW6
0.4043862,0.5903156,Q6AWC2
0.23844184,0.82955384,Q8TE04
0.23448041,0.80789095,O95613
0.9352893,0.06173877,Q86UP3
0.08167947,0.9314411,Q7Z3J2
0.17245,0.8976719,P10746
0.3408307,0.65700245,Q7Z2W4
0.63276714,0.4874543,Q8NFJ5
0.9188094,0.05055962,Q01085
0.6520391,0.3880192,Q8WYR1
0.6815878,0.3461992,P08588
0.8089498,0.16366245,Q92541
0.27210212,0.8118881,O15228
0.55002147,0.55802065,O75096
0.127125,0.9264421,Q8TD57
0.756172,0.54924095,P15085
0.50258416,0.48298216,Q9Y2H1
0.3823262,0.7392496,Q53H76
0.48905408,0.66779655,Q16281
0.6717253,0.38352025,Q9Y6C5
0.6096142,0.45657903,Q16627
0.37332758,0.6016458,Q9Y597
0.8076716,0.3017294,P12882
0.91655254,0.05039088,O00712
0.90055776,0.063434586,Q96DH6
0.9032391,0.08553912,Q8TF68
0.9592187,0.09717988,O15090
0.941043,0.039055713,Q9Y651
0.32448494,0.73751086,Q5JRA6
0.44670254,0.5786998,Q9H9S3
0.45537972,0.67215556,Q92611
0.3749832,0.81012994,Q6PK18
0.27886647,0.76106936,Q7LFX5
0.3279174,0.767709,Q4G148
0.17569363,0.8856461,Q7KZN9
0.35297638,0.774375,Q9BZQ6
0.6030288,0.523106,O14967
0.66137123,0.34094483,P46977
0.32782814,0.7374247,Q5J8M3
0.5745222,0.5619124,Q99653
0.5930883,0.54287595,Q9H2J7
0.15144323,0.9006182,Q92643
0.34607264,0.65933204,P59990
0.4850058,0.5416961,O60896
0.6843453,0.4130069,P01236
0.5361266,0.60120755,Q13061
0.3512512,0.6957599,P02810
0.851039,0.13243912,Q7Z5K2
0.499778,0.57644093,Q96MF7
0.44636154,0.66400695,Q8NDV3
0.3187141,0.7382569,A0AVI4
0.7475356,0.22775638,P61011
0.17926165,0.8573555,Q53QW1
0.35233143,0.7469922,Q14973
0.25830454,0.76295024,Q6PL24
0.36194107,0.76908237,Q96AD5
0.21206598,0.77013886,Q9Y664
0.23352294,0.7652575,Q6PF05
0.8226416,0.22744954,Q99578
0.38584682,0.6287273,Q8NFY9
0.30546865,0.7342807,O95801
0.28971383,0.7328959,Q9UKD2
0.53063154,0.36157486,Q1ED39
0.26161295,0.7715906,Q76FK4
0.24421811,0.8040017,Q5C9Z4
0.29531282,0.7314792,Q5T3I0
0.2411746,0.7942365,O43818
0.25422433,0.7866378,Q15061
0.40115133,0.58888286,Q9H814
0.23604535,0.8070678,Q15269
0.2337777,0.8035727,O00566
0.5955777,0.4123929,Q8WWN9
0.4827449,0.6582903,Q9Y487
0.42039698,0.8139409,Q04828
0.40585393,0.68193555,Q96SM3
0.26799104,0.7481193,Q96A61
0.41307747,0.5948775,Q9NWM3
0.35940832,0.70096,P11686
0.7523993,0.27557433,P51787
0.4319726,0.65120584,Q86VI4
0.54535466,0.53251517,P27216
0.6875217,0.5425982,P45844
0.73885053,0.27961394,Q9NPI9
0.44203395,0.5542405,Q96G27
0.26207855,0.689139,O14669
0.8264686,0.17606358,Q92806
0.8116716,0.20896094,P48544
0.86274594,0.14205742,P48549
0.5341066,0.48894185,Q96NY7
0.5928535,0.4152518,P11234
0.6207592,0.41143754,P43088
0.41948572,0.6524601,P52888
0.6282438,0.4176073,Q13956
0.67225343,0.3322742,P35626
0.50225765,0.6502399,Q9UHM6
0.20694813,0.8621707,Q93091
0.607103,0.446121,Q5T0T0
0.84045297,0.17912579,P32418
0.31916854,0.6714265,Q08AE8
0.54149264,0.42618978,A6ND36
0.83410335,0.19497424,P57103
0.81760067,0.17665999,P63252
0.4285909,0.5423148,Q7L9L4
0.22757398,0.7335685,Q70IA6
0.28001478,0.7695424,Q5FBB7
0.6434019,0.48174685,Q01449
0.7539078,0.27210474,O94983
0.5828927,0.47253534,Q7Z3V4
0.70975107,0.3083017,P34998
0.5711521,0.5376433,Q5VST9
0.6664084,0.4109062,O14830
0.82936794,0.17086557,O43525
0.17732878,0.8521038,Q8IW35
0.72744817,0.28244194,P49190
0.68104386,0.43549737,O95838
0.6980802,0.30870545,Q96HU8
0.7922319,0.22790687,Q92952
0.15290879,0.86767733,Q8NA72
0.3187476,0.6582819,Q96L03
0.46222183,0.5823718,P59817
0.8120316,0.30527568,Q7Z406
0.2671189,0.8342558,Q96MN2
0.812309,0.17027347,Q6DN90
0.80357563,0.18961084,Q9H116
0.40616593,0.6240276,Q969P0
0.34925383,0.79273516,P23219
0.22159392,0.7997052,Q13868
0.7060097,0.2373269,Q8N8Y5
0.5975622,0.38814878,O95777
0.7447335,0.2767999,P80723
0.3559385,0.70340496,Q9H3P7
0.21162534,0.8334346,P30044
0.641464,0.34702307,Q76I76
0.7290298,0.23242013,Q15569
0.7719555,0.2313873,Q96S53
0.40434563,0.7046711,Q5IJ48
0.35160276,0.64480525,P85298
0.27194926,0.7514424,Q9UL45
0.27892074,0.7077887,Q92572
0.115452796,0.8788547,Q9NUP1
0.15245044,0.8295933,Q8TDH9
0.19239095,0.79496455,P53677
0.11555649,0.86959577,Q6QNY0
0.49164638,0.6800406,P20594
0.75885874,0.26381543,Q08462
0.74451965,0.2862511,Q08828
0.6773076,0.37593856,O60266
0.43344977,0.7136572,Q96PN6
0.79817617,0.20540032,P40145
0.4288271,0.7400908,Q02846
0.68086654,0.36968714,O60503
0.26400223,0.84122777,Q9Y616
0.6511593,0.43444437,Q8TD23
0.31745183,0.74022806,O14836
0.29808554,0.78992844,Q96F46
0.37639526,0.6562603,Q99706
0.14089449,0.90079165,Q8WXG1
0.43978676,0.6321775,Q14165
0.34529445,0.6818414,Q9NX24
0.14245827,0.89070725,Q5VYS4
0.20078108,0.90324396,Q7Z4W1
0.29461917,0.7681432,Q9GZT3
0.10280282,0.9114552,Q86SQ7
0.36679244,0.67433447,Q8N3C7
0.24096029,0.808654,Q9Y3B8
0.18390389,0.88067997,O95861
0.48630288,0.5759623,Q9NS68
0.29191837,0.7954015,Q01638
0.29056615,0.73636186,Q68J44
0.20809698,0.83893806,Q8TCS8
0.45332035,0.6409456,Q9UNE0
0.62006533,0.4943653,P78556
0.28601098,0.8395525,P10768
0.65071595,0.34278902,P61026
0.21211365,0.85829675,P54819
0.34021115,0.8012198,Q6IA17
0.35347104,0.71367216,Q8WY22
0.63914025,0.32354006,Q9GZZ1
0.86243886,0.17054534,P30954
0.83062977,0.1454239,Q76L83
0.13471767,0.8962344,Q9UKK9
0.51220703,0.6048712,O43745
0.19087663,0.83548635,P32320
0.48579594,0.5534036,Q9UBC9
0.36238283,0.7040013,Q6ZMZ3
0.4851983,0.46269986,Q9NYS0
0.6414219,0.33189467,Q5VT25
0.5440462,0.5307821,P60981
0.5775204,0.440558,Q13258
0.24220781,0.8622612,P52790
0.6731418,0.3583987,P43116
0.47258762,0.60260683,Q9P0N8
0.33545968,0.8093907,Q9UNK4
0.7042999,0.32810056,Q9Y653
0.48597506,0.58502084,O94810
0.61699903,0.37084872,Q9NZH0
0.653987,0.37675616,P19087
0.7731634,0.23276795,P48051
0.605548,0.4489686,P32298
0.68949616,0.32693318,O95837
0.74378157,0.21063063,Q5TCQ9
0.5967506,0.4403664,Q9P2D0
0.40763348,0.74134743,P14679
0.70116705,0.35704705,Q96D31
0.21753119,0.7864891,Q02742
0.72835505,0.23744269,Q92565
0.68280923,0.28866273,Q5U651
0.5888932,0.44607332,Q15223
0.546904,0.48587745,O43924
0.74568725,0.19237567,Q8IZJ4
0.43685037,0.6137998,P81274
0.36874503,0.6545396,Q9BV40
0.6805242,0.41457653,Q9UPY5
0.39359024,0.6820087,Q5ZPR3
0.72073334,0.29649138,Q9UHN6
0.41848892,0.5921235,Q9H3Q1
0.65579784,0.34897545,Q9BXY4
0.5585444,0.4680626,Q8TDF6
0.79690254,0.15730217,Q9NZL6
0.5696245,0.47584054,P47804
0.69714457,0.26632348,Q9Y330
0.5866087,0.3863659,Q59EK9
0.6735886,0.346747,O43566
0.7306512,0.2494739,Q14644
0.30997378,0.8227142,O76062
0.8237373,0.18568802,Q9UPW8
0.563111,0.45330203,Q8IV38
0.7804384,0.1725402,Q8NBP0
0.54431546,0.45703238,O95294
0.28056282,0.84941685,Q14534
0.5903028,0.38377798,Q3MIN7
0.6471473,0.40095872,P09603
0.30684263,0.57191306,Q5SQ64
0.7978994,0.18416572,P42694
0.74109286,0.26422247,Q8TF74
0.5350213,0.59478444,O15061
0.66487163,0.36241132,Q9UQ16
0.4597461,0.6156174,Q9H939
0.7151071,0.24854198,Q96JJ3
0.36315462,0.4748403,Q75VX8
0.238674,0.79407483,Q5SXH7
0.38760906,0.6605514,O60636
0.23415588,0.7771628,Q8IUW3
0.8921162,0.11888528,Q9C0D0
0.6434816,0.32423127,E7ETH6
0.34429175,0.70889246,Q92935
0.4031897,0.74206686,A8K7I4
0.5752428,0.63199586,Q07001
0.59035224,0.4356528,Q06190
0.63168275,0.479197,P46092
0.33555055,0.68197423,Q7Z7G0
0.923312,0.057492156,Q96I24
0.6464907,0.36810616,Q04900
0.65868556,0.43174338,Q9UPQ0
0.80334467,0.17262214,Q92747
0.5389579,0.5208943,Q99572
0.77179074,0.2075309,P49458
0.22636957,0.80172306,Q15928
0.6695454,0.31292942,Q6IQ49
0.5736604,0.42919856,Q96D71
0.44387963,0.59221655,Q9NUG4
0.07128118,0.95639855,Q92968
0.87224865,0.11313027,Q93079
0.26902062,0.76152337,Q8WW59
0.2728326,0.7345297,Q86SG6
0.34399605,0.71415734,Q9UBC1
0.31944367,0.6893682,Q9NPA0
0.2888228,0.8150464,O43708
0.46205834,0.5854149,Q9BRR0
0.39830774,0.75750273,O00294
0.63412255,0.49816203,Q16653
0.87912416,0.105268285,Q92953
0.62791395,0.47925997,P25106
0.741452,0.37221098,Q92626
0.6211633,0.37359497,Q9H1H9
0.43087986,0.70632386,Q92959
0.668001,0.23794521,Q9BW30
0.69475704,0.32396472,Q9NYQ7
0.12433367,0.91264564,Q8IZ73
0.7089881,0.29897487,P54762
0.5076433,0.7309135,P04746
0.43208843,0.62925893,Q92949
0.25498244,0.72380155,Q9NYK6
0.8912279,0.1155391,Q9NS40
0.85699356,0.12943774,P08173
0.40067902,0.7837668,Q8TC12
0.5053997,0.5806164,Q96RL7
0.2703479,0.87159514,P20062
0.6199155,0.51647365,Q0ZGT2
0.7133949,0.3387785,Q9Y5Y3
0.320051,0.7248471,Q86V48
0.53473955,0.55780834,Q58DX5
0.14030226,0.8964156,Q9Y697
0.3977954,0.60819244,P17041
0.53956413,0.47712818,O15551
0.46642414,0.6016171,P26998
0.3773166,0.68142796,O00461
0.6977062,0.2124154,O43155
0.838217,0.17086628,Q96EV2
0.81612563,0.093455516,Q5JS13
0.14860573,0.90264326,Q6NVY1
0.40182567,0.7181505,Q8IWN7
0.79383165,0.29253635,Q5JNZ3
0.819564,0.1795767,O15240
0.5884217,0.5170198,Q14210
0.5052212,0.50182396,Q9UJT2
0.29064232,0.76246524,Q8WXR4
0.7854976,0.21870266,P35462
0.5739413,0.5479179,Q5JRX3
0.6269539,0.38701025,O75326
0.68602943,0.5294817,Q92954
0.5694214,0.51113856,Q9H3N1
0.3305017,0.7403924,Q9Y608
0.79909563,0.21072268,O94856
0.53151506,0.6346981,P13671
0.93666303,0.030603034,O95319
0.5380397,0.52654046,O60721
0.44673,0.57060236,P52849
0.48993236,0.5406914,Q7L190
0.17231536,0.8755959,P12074
0.31473058,0.735088,Q08378
0.54520375,0.4905279,Q9UQ26
0.6290787,0.36219555,Q9C0E4
0.17060347,0.8246361,Q7Z6L1
0.6403309,0.47426406,Q15109
0.5304798,0.64039207,Q14624
0.19085929,0.8141393,Q9Y6Q3
0.24212104,0.8094494,Q16851
0.6582249,0.41268897,Q13702
0.42192835,0.57525724,Q6DHY5
0.64142317,0.36008778,A6NDS4
0.3420298,0.67291474,Q9BYN7
0.47119558,0.627858,Q6IQ23
0.26269183,0.67606145,Q8N4B1
0.4305653,0.65615344,P28907
0.23446248,0.76796854,O60256
0.81890976,0.21619357,Q8TDD2
0.560013,0.50057006,Q12965
0.15264699,0.74456775,Q92772
0.46870926,0.68325347,P23942
0.65892935,0.30506018,Q8IY67
0.6750655,0.307079,P29322
0.5460364,0.44844836,Q9BZJ6
0.26992175,0.7391004,A8K4G0
0.31677628,0.7132622,Q8TDQ1
0.65079254,0.30495456,P34820
0.30956754,0.706438,P63172
0.8652058,0.10227763,Q8N3X1
0.19008525,0.8347601,P06865
0.83571965,0.12097604,Q8NFP9
0.34039852,0.6980268,Q9HCQ7
0.4046488,0.60591453,Q92874
0.51737285,0.55984986,Q9BXM0
0.8034696,0.2204156,Q12947
0.56403995,0.45595446,P50851
0.3796257,0.69726276,Q96LC7
0.5126306,0.63955986,P08174
0.41154692,0.6521922,P09326
